,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count
518,2022-09-10 16:40:31+00:00,https://twitter.com/CrypToomas/status/1568640576010031105,CrypToomas,Twitter for iPhone,Netherlands ,I’m bullish on $ETC after the #ETH merge.,6,2,0,2
519,2022-09-10 16:28:53+00:00,https://twitter.com/Washigorira/status/1568637645982470146,Washigorira,Twitter Web App,"Dubaï, Emirats Arabes Unis","#ETH Bearish Sentiment. 

Futures spreads in backwardation. Which means that investors are mostly pessimist on #Ethereum price for the next 3 to 6 months.

Perp spreads are negative as well, hence the funding being aggressively negative. 

That could be bullish for #ETH. https://t.co/4SUEJnqpgx",107,23,3,29
520,2022-09-10 16:19:19+00:00,https://twitter.com/pouriacryptoir/status/1568635237948588033,pouriacryptoir,Twitter for Android,,"Approximately %5 is enough for one position. I'm not risky person and saved my profit on $ETH on @Bybit_Official
- - -
#Ethereum #ETHMerge #Ether #eth #MONEY #Futures #Bybit #shorts #Trader #Crypto #CryptoNews #Marketing #PHOTOS #Rocket #Dubai #Bullish https://t.co/FEewSoyRd9",4,1,0,3
521,2022-09-10 16:03:47+00:00,https://twitter.com/Olemolelilalulo/status/1568631330161713154,Olemolelilalulo,Twitter for iPhone,,"@gandalfcryptto Since I just mentioned it  in a reply to your tweet. $Plasma with it’s easy to handle browser based sniper that can also handle market buy and sell orders on dex is pumping. 98years locked liquidity, doxed dev and bullish utility! #Sniper #eth #1000x https://t.co/Nh0UbthUCa",12,8,0,1
522,2022-09-10 16:00:04+00:00,https://twitter.com/RetrospectApps/status/1568630392902516738,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1717.15$ | -0.05%
🕖-score 2.121757277890307
📈Market View: 17.55 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
523,2022-09-10 15:30:00+00:00,https://twitter.com/CryptoBallZ_/status/1568622828546670596,CryptoBallZ_,Twitter Web App,,"#EHIVE Update:

Like i thought, another breakout, the chart looked so bullish i just had to call it! If you grabbed a bag you are now at around a 1,5x again! Looks like this one will stick around a while! (;

#ETH #Ethereum #100x #altcoins #crypto #ape https://t.co/61M6TpvQ0e",2,2,0,3
524,2022-09-10 15:18:15+00:00,https://twitter.com/2600hx/status/1568619871608664065,2600hx,Twitter for iPad,curious by nature #opsec,RICHARD HEART NEW PULSEX PULSECHAIN BULLISH UPDATE✅&amp; NEW WALLET TALK https://t.co/UxQrczQAKj via @YouTube #crypto #airdrop #eth $hex #hex #RichardHeartWin @RichardHeartWin #hexican #pulsechain #pulsecon,1,0,0,1
525,2022-09-10 15:00:07+00:00,https://twitter.com/RetrospectApps/status/1568615307446571011,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1718.65$ | -0.42%
🕖-score 0.4621471861471882
📈Market View: 13.79 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
526,2022-09-10 14:50:19+00:00,https://twitter.com/Utoday_en/status/1568612842332475399,Utoday_en,get shares,"New York, USA",Can #ETH remain bullish after a few days of sharp rise? #crypto #Ethereum #ETH $ETH #cryptoexchange @VitalikButerin @ethereum https://t.co/Ya682PP9Hi,14,3,0,4
527,2022-09-10 14:30:41+00:00,https://twitter.com/Ada28587778/status/1568607899659780096,Ada28587778,Twitter for Android,,"@heedan12 @ZUKUVERSE I'm bullish!!! 
#Zukuverse #EnterTheJungle #Zuku #ETH #NftCommunity @ZUKUVERSE https://t.co/6POwbNKnDX",2,0,0,0
528,2022-09-10 14:01:16+00:00,https://twitter.com/Starlightcrypt0/status/1568600497799499777,Starlightcrypt0,Twitter Web App,,"I called it at the pointer. I am calling it again. The community is roaring. The team is delivering. @EricCryptoman you love the second leg and posted for it. 
This one has massive potential. Fees coming from dapp doing buybacks and burning is bullish.
#ETH #TSUKA #ETH #SPILLWAYS https://t.co/ptwejn9O6z",25,11,0,5
529,2022-09-10 14:00:03+00:00,https://twitter.com/RetrospectApps/status/1568600191414013952,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1717.27$ | -0.01%
🕖-score -5.297690476190477
📈Market View: 2.42 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",1,0,0,1
530,2022-09-10 13:25:50+00:00,https://twitter.com/Off_With_Y/status/1568591582169022465,Off_With_Y,Twitter for iPhone,Le Ciel,"#eth is on the run from bearish market! If looking at the weekly and monthly charts, there’s a chance it’s touching USDT1900 before going red again… What do you think? #cryptocurrency #DYOR https://t.co/FENXp6QJ0m",0,0,0,0
531,2022-09-10 13:00:04+00:00,https://twitter.com/RetrospectApps/status/1568585094318653442,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1725.5$ | -0.24%
🕖-score -3.766034632034632
📈Market View: 5.71 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
532,2022-09-10 12:53:13+00:00,https://twitter.com/KrispNaztyFarms/status/1568583372422713344,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",@Ralvero So bullish on @WarPigsToken bringing real world revenue and pumping it back into the ecosystem! $wpt #eth #WarPigsToken staking and farming rewards are just earning passive income. Sit back and enjoy the ride!! So much already and more to come.  Hard working dev has a vision!,0,0,0,0
533,2022-09-10 12:45:23+00:00,https://twitter.com/UnilendIntern/status/1568581399032233986,UnilendIntern,Twitter Web App,DeFiverse,"Google Bullish on #ETH 🙌

You know it's a historical event when #Google  countdowns it✨

P.S: Waiting for #EtherumMerge Google Doodle👀

$ETH #Ethereum https://t.co/bmoMvsMOhy",8,4,0,1
534,2022-09-10 12:30:57+00:00,https://twitter.com/yokocrypto_/status/1568577767691718656,yokocrypto_,Twitter Web App,京都市,"#eth/usd update 

ETH flipped above the local resistance👀

Local priority is bullish while we are above the one📈 https://t.co/n4vtbSnTTt",0,0,0,0
535,2022-09-10 12:02:36+00:00,https://twitter.com/cryptocyco_s/status/1568570635990798336,cryptocyco_s,Twitter for Android,,"Also with #eth we have a daily bullish vector which we haven't seen in a long time, so I wouldn't be surprised if we ended up at 2100/2200 becareful shorting and longing, My plan is Once/if we get a fast move down, I will be looking to open a long...",0,0,0,0
536,2022-09-10 12:00:09+00:00,https://twitter.com/RetrospectApps/status/1568570017507311620,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1726.1$ | 1.58%
🕖-score 0.06867716535433033
📈Market View: 15.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
537,2022-09-10 12:00:03+00:00,https://twitter.com/CryptoMarketInd/status/1568569991561109506,CryptoMarketInd,CryptoMarketIndex,Global,"The ETH sentiment for Sep 10, 2022 @ 08:00 EDT is 
61% bullish 
 #bullmarket 

 #ETH #CryptoMarket #CryptoNews",1,0,0,0
538,2022-09-10 11:16:45+00:00,https://twitter.com/closedoutcry/status/1568559097825353728,closedoutcry,Twitter Web App,,"#rvn #ravencoin Bullish on #ETH and #shitcoins . Short Bit-Corn 🌽, they support the LGBTQ🌈🏳️‍🌈",0,0,0,0
539,2022-09-10 11:00:21+00:00,https://twitter.com/RetrospectApps/status/1568554969715953666,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1723.61$ | 0.86%
🕖-score -6.284876623376624
📈Market View: 3.17 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1
540,2022-09-10 10:43:41+00:00,https://twitter.com/DeBullVader/status/1568550774413590530,DeBullVader,Twitter for Android,Nederland,"👀👀👀👀🍀🍀🍀
Have you all saved up on ETH for @Baked_Universe_  Piffle Puppets launch?? 

Here is a sneak peak! 

Launch Date 20/9
Own a Baked Potato NFT to get a discount.

0.08/0.1 ETH mint price!

Crosschain utility👀
Staking👀
Comic book acces👀
And...👀

#NFT #ETH #Bullish https://t.co/vVRRnYL1Bl",18,9,0,3
541,2022-09-10 10:38:54+00:00,https://twitter.com/JohnNakamoto_/status/1568549568744144897,JohnNakamoto_,Twitter for iPhone,"Tokio,Japón 🥷","Estoy muy BULLISH con lo que se viene en :

@ExosamaNFT  

#Gromlins  

$POOP

ME GUSTA si tú también lo crees 🫰🏻✅

#Polkadot #Eth #Glmr 

@DonnieBigBags 😎 https://t.co/YmKruhFq96",58,13,0,6
542,2022-09-10 10:15:10+00:00,https://twitter.com/TraderRob10/status/1568543599461015552,TraderRob10,Twitter Web App,,"GM fam! 🌞

Quick weekend analysis. I have posted here my TA on the daily time-frame and we can be very bullish on a number of tokens. 

However, today, with low liquidity in markets I am expecting a small pullback in #ETH to around 1690$

#EnjoyTheWeekend #TradeSafe https://t.co/qTVAnAeCWs",1,0,0,0
543,2022-09-10 10:09:28+00:00,https://twitter.com/DavidGoCrypto/status/1568542163658592257,DavidGoCrypto,Twitter for iPhone,,Ethereum Bullish Rally Far From Over! Watch This Flag Pattern - Bitcoinsensus 📈 #ETH https://t.co/lEhCdjmiFD,0,0,0,3
544,2022-09-10 10:00:04+00:00,https://twitter.com/RetrospectApps/status/1568539797257392132,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1721.13$ | 1.61%
🕖-score -1.1080380184331808
📈Market View: 13.81 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
545,2022-09-10 09:22:14+00:00,https://twitter.com/Judd_Lobel/status/1568530277999284224,Judd_Lobel,Twitter for iPhone,,Everyone seems super bearish fuck it  longed 1705 #ETH. Lets see how this plays out….,2,0,1,1
546,2022-09-10 09:19:14+00:00,https://twitter.com/Daniel89679730/status/1568529520944205824,Daniel89679730,Twitter for Android,Schweiz,"$FRA chart looks very #Bullish. If you are not familiar with this project, you should find out more about it 💎🔥🚀

#Ethereum #ETH #Layer1 #EVM #EthereumMerge #Findora #zeroknowledge #ZKRollup #EthereumPrivacy #Crypto #blockchain https://t.co/8aG3wVYgPB",0,0,0,3
547,2022-09-10 09:00:03+00:00,https://twitter.com/RetrospectApps/status/1568524694336184320,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1718.18$ | 0.51%
🕖-score -2.1560910973084884
📈Market View: 11.76 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
548,2022-09-10 08:58:04+00:00,https://twitter.com/CryptoRookie7_/status/1568524193653825536,CryptoRookie7_,Twitter Web App,,"If we go higher this weekend, don't forget to take profits. Either re-entry higher with good r:r or adjust SL tighter.👈
#ETH merge is also on 14.9. Long term bullish for sure but I don't think it matters for the short term rise 💡",3,0,0,0
549,2022-09-10 08:36:24+00:00,https://twitter.com/PQN_crypto/status/1568518743390851072,PQN_crypto,Twitter for iPhone,Jakarta,"Sur @GA_Crypto_ :

@dimahledba (core dev #ethereum)
« On est en train de bâtir un système pour les futurs siècles à venir »

Qui est méga bullish #eth ? 🙋🏼‍♂️ https://t.co/Pu7rl7lq6W",2,0,0,2
550,2022-09-10 08:30:21+00:00,https://twitter.com/Moon_Whales_/status/1568517220224868354,Moon_Whales_,Twitter Web App,DM for VIP channel ,"#RVN breaking out in weekly TF, #ETH miners are focusing their mining power on #RVN #ETC #FLUX #ERGO etc.. huge volumes rising as good momentum for bullish trend, Keep an eye on👀🚀🚀 https://t.co/KndOPUMIzU",1,0,0,0
551,2022-09-10 08:00:05+00:00,https://twitter.com/RetrospectApps/status/1568509601250775043,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1711.46$ | 0.38%
🕖-score 1.4500878701050617
📈Market View: 18.83 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
552,2022-09-10 07:00:03+00:00,https://twitter.com/RetrospectApps/status/1568494493757837314,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1733.66$ | 1.29%
🕖-score -4.9477736747254255
📈Market View: 5.47 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
553,2022-09-10 06:33:18+00:00,https://twitter.com/FrenckCoppola/status/1568487761925095424,FrenckCoppola,Twitter for Android,Napoli,"#ETH si è finalmente portato sopra le medie mobili 20 e 50... e questo forse il dato più importante di questo inizio del weekend...

Riuscire a consolidare questa posizione significherebbe accumulare forza per una spinta più profonda

RSI in costante aumento... altro dato bullish",6,0,0,0
554,2022-09-10 06:00:03+00:00,https://twitter.com/RetrospectApps/status/1568479397287428098,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1734.66$ | 1.71%
🕖-score -10.3203202247191
📈Market View: -4.88 🙁
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
555,2022-09-10 05:31:53+00:00,https://twitter.com/CryptoBabyBi/status/1568472306728550401,CryptoBabyBi,Jetpack.com,,"Increase in Wallets With 1,000 #ETH or More Indicates Bullish Sentiment as Merge Approaches https://t.co/RFAhHczwVy",0,0,0,0
556,2022-09-10 05:00:04+00:00,https://twitter.com/RetrospectApps/status/1568464300125167616,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1732.16$ | 2.11%
🕖-score 8.018203389830505
📈Market View: 31.1 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
557,2022-09-10 04:03:00+00:00,https://twitter.com/CryptoDubai912/status/1568449938597597185,CryptoDubai912,Jetpack.com,UAE,"Increase in Wallets With 1,000 #ETH or More Indicates Bullish Sentiment as Merge Approaches https://t.co/yEQvmnH8sd",0,0,0,0
558,2022-09-10 04:00:34+00:00,https://twitter.com/RetrospectApps/status/1568449326719926273,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1728.64$ | 5.88%
🕖-score -3.98964872866597
📈Market View: 7.11 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,1,0,0
559,2022-09-10 04:00:03+00:00,https://twitter.com/CryptoMarketInd/status/1568449194746052610,CryptoMarketInd,CryptoMarketIndex,Global,"The ETH sentiment for Sep 10, 2022 @ 00:00 EDT is 
75% bullish 
 #bullmarket 

 #ETH #CryptoMarket #CryptoNews",0,0,0,0
560,2022-09-10 03:59:34+00:00,https://twitter.com/hell_124/status/1568449075758141440,hell_124,Twitter Web App,,"someone swept 56 @BGYC_ yesterday, bullish on this project! LFG #BGYC #BGYCFamily 

#ETH #NFTCommunity https://t.co/thqbImJdzB",8,6,0,1
561,2022-09-10 03:49:24+00:00,https://twitter.com/kevincrates_/status/1568446516347674625,kevincrates_,Twitter Web App,,"$ETH 1 Day Chart. Attempting to push to test KumoCloud(1769), break above and we should see bullish momentum continue across the market as $ETH heads to the 200EMA(2012). However Stoch.RSI Over extended, $BTC and $ETH need to cool off soon, gap open down to 5EMA(1672). 
#ETH https://t.co/Cy1ok6mO1Z",13,6,1,2
562,2022-09-10 03:34:39+00:00,https://twitter.com/dailytaguy/status/1568442804195426304,dailytaguy,Twitter Web App,Global,"$ETH Daily TA Cautiously Bullish. Recommended ratio: 65% ETH, 35% Cash. Mental SL: (one close below) $1660. https://t.co/rUZgdlTOBz
#eth #ethereum #ETHMerge #themerge #EthereumNameService #cryptoworld #crypto #cryptos #cryptocurrency #nft #nftnyc #nftgiveaway #cryptonews #trader https://t.co/dkUB2m5vUw",2,0,0,4
563,2022-09-10 03:00:04+00:00,https://twitter.com/RetrospectApps/status/1568434100385599490,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1734.68$ | 5.71%
🕖-score -4.6137737556561085
📈Market View: 6.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1
564,2022-09-10 02:57:21+00:00,https://twitter.com/KrispNaztyFarms/status/1568433416953073664,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",@FOREVR_GR8FUL_1 @realmartymar @WarPigsToken $eth $wpt #ETH #Bullish,1,1,0,0
565,2022-09-10 02:44:09+00:00,https://twitter.com/crypto_wai/status/1568430097769852928,crypto_wai,Twitter Web App,,"Trying to time the crypto market is a fool's game. I'll be looking out for a crash after the Merge to pick up the real #ETH (PoS). Only fools will try to time &amp; sell ETHPoW. Too much leveraged bullish play turning FUD into FOMO.

I'm looking to buy when the excitement is over.",0,0,0,1
566,2022-09-10 02:00:03+00:00,https://twitter.com/RetrospectApps/status/1568418999393820676,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1722.48$ | 5.41%
🕖-score -6.808444444444445
📈Market View: 3.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1
567,2022-09-10 01:45:39+00:00,https://twitter.com/SandwichNFTz/status/1568415373879398400,SandwichNFTz,Twitter Web App,,"@realmartymar My brother, you've GOT to check out #MIKOTO. Great community, small grassroots vibes, EXPLODING within just 7 days days of creation and has a long and packed pathway yet to achieve! #MIKOTO #ETH #MOONBOY",0,0,0,0
568,2022-09-10 01:00:13+00:00,https://twitter.com/RetrospectApps/status/1568403940756320257,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1716.7$ | 4.63%
🕖-score -37.188242424242425
📈Market View: -0.85 🙁
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1
569,2022-09-10 00:22:02+00:00,https://twitter.com/MitchellKeller_/status/1568394332536700928,MitchellKeller_,Twitter Web App,Need More Leads?👉,"Wait, so is the #Merge where #Eth's current price merges with its ATH price? 

Is that why everyone is feeling so bullish?",0,0,0,0
570,2022-09-10 00:07:57+00:00,https://twitter.com/JerryBlackburnn/status/1568390787280379905,JerryBlackburnn,Twitter for iPhone,,"Just bought my 59th @palehorsedesign  Genesis Pass!
Met the team at veecon… these guys left everything for this project , no way they are stopping here!
Sitting at .003 ETH right now…
Thank me later , reveal in an hour 🥂 #palehorse #sote #nft #eth #bullish",6,2,0,0
571,2022-09-10 00:00:06+00:00,https://twitter.com/RetrospectApps/status/1568388810752286720,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1719.03$ | 5.13%
🕖-score -2.9937469771607708
📈Market View: 9.89 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
572,2022-09-09 23:45:32+00:00,https://twitter.com/kripto_zey/status/1568385146612584454,kripto_zey,Twitter Web App,Türkiye,#ETH Bullish yapısını korumaya çalışıyor. Saatlike yaptığı sıkışmayı yukarı yönlü kırması halinde bullısh yapısı devam edecektir https://t.co/PVsEI3nMza,6,0,0,0
573,2022-09-09 23:38:36+00:00,https://twitter.com/JagsterTrading/status/1568383400138113025,JagsterTrading,Twitter Web App,"Iboughtit-Iownit Land, Oz",#Ethereum has turned the corner w INCREASINGLY BULLISH daily mo 📈📈📈 Confirmation includes BOs abv 1720 and then 1780. A BO w conviction abv 2030 is KEY!!! #Bullish #ETH $ETH #Crypto https://t.co/cZ6dZHKRKv,0,0,0,1
574,2022-09-09 23:21:25+00:00,https://twitter.com/Bryan__hanks/status/1568379078276952065,Bryan__hanks,Twitter for Android,,"@TheMoonCarl It will definitely be #ETH, but then I will be holding longer than 2024. It's upcoming update (merger) has gotten me really bullish, I expect to see gems like $CVP getting impacted by this, been that it is an erc-20 token.",1,0,0,0
575,2022-09-09 23:17:32+00:00,https://twitter.com/SnoopMinerETH/status/1568378097850003456,SnoopMinerETH,Twitter for iPhone,,"@Cartmanbrah777 @WhaleEverything @MetaMinerNW @AtlanticApes #METAMINER has always felt great….best….different.  Maybe it’s the #DoxxedTeam maybe it’s the #family In #community, but it very well could be the #utility #staking #farming #rewards and #NFT that mine #ETH in the #Metaverse #bullish @ApeStarLine is so #bluechip 🔥🚀🚀🚀💎✋",8,3,0,0
576,2022-09-09 23:14:03+00:00,https://twitter.com/SnoopMinerETH/status/1568377222662078465,SnoopMinerETH,Twitter for iPhone,,"@1goonrich #METAMINER has always felt great….best….different.  Maybe it’s the #DoxxedTeam maybe it’s the #family In #community, but it very well could be the #utility #staking #farming #rewards and #NFT that mine #ETH in the #Metaverse #bullish #bluechip partner with @ApeStarLine 💪❤️ https://t.co/JkReievE4k",9,5,0,3
577,2022-09-09 22:42:36+00:00,https://twitter.com/wealthmonks/status/1568369307448651778,wealthmonks,FullStackChimps,Join our telegram channel 👉,"Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash
#Ethereum #ETH #ethereum #ETHUSDT https://t.co/E5VBFiKRhD",0,0,0,0
578,2022-09-09 22:33:08+00:00,https://twitter.com/Cryptekk_98/status/1568366925364822016,Cryptekk_98,Twitter for iPhone,Cryptopia,"Soon they are gonna be saying $HARM whales are buying “x” token and be hype and bullish about it.

You wanna be the whale or the person hyped about the whales buying? 

Clock ticking frens. Moon imminent.

https://t.co/mEsGvSvsxp

#Crypto #DeFi #ETH #Ethereum #1000xgem #altcoins https://t.co/c5JkyqrSFJ",13,9,0,5
579,2022-09-09 22:21:05+00:00,https://twitter.com/AlexKoprivica/status/1568363892748816384,AlexKoprivica,Twitter Web App,SERBIA,"#ETH 
Currently ETH does not look bullish. We need to see much more upside to cancel the current view... https://t.co/bfUtEmAJY5",37,2,0,3
580,2022-09-09 22:09:28+00:00,https://twitter.com/CruelCrypto/status/1568360967322353665,CruelCrypto,Twitter for Android,,@bbands It says on the official #Ethereum #ETH Merge website that nothing noticeable will happen with the merge. You won't even know the merge is happening. Nothing will feel different to the regular trader/investor before or after the merge. Don't know why people calling for crash.,0,0,0,0
581,2022-09-09 22:00:16+00:00,https://twitter.com/RetrospectApps/status/1568358653903650816,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1718.34$ | 4.83%
🕖-score -6.655215616681456
📈Market View: 0.8 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
582,2022-09-09 21:49:21+00:00,https://twitter.com/KendineCrypto_/status/1568355905556586497,KendineCrypto_,Twitter Web App,Huginn Academy,"Maybe..

Bu arada ben de shorttayım 1728.19$'dan  

Bullish OB Civarından TP Almayı planlıyorum..

#ETH $ETH #Ethereum https://t.co/5Hr4BDiCBH",3,0,1,3
583,2022-09-09 21:00:03+00:00,https://twitter.com/RetrospectApps/status/1568343501221363718,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1723.97$ | 4.9%
🕖-score -4.909429744476258
📈Market View: 4.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
584,2022-09-09 20:01:37+00:00,https://twitter.com/shleep_well/status/1568328794012020736,shleep_well,Twitter Web App,,"Bullish on crypto for the next 2-ish weeks. Expecting good CPI, .75 from FED (expected so +). Then successful Merge. A lot of good events until the market comes back to reality. Long #ETH in the meantime &amp; farming some defi shitcoins to dump as well",2,0,0,0
585,2022-09-09 20:00:04+00:00,https://twitter.com/RoundlyX/status/1568328403601981442,RoundlyX,Buffer,"Richmond, Va","It’s never a bad time to start dollar-cost averaging into #ETH - especially if you’re bullish on the upcoming merge!

The RoundlyX App makes saving #Ethereum as easy as making your regular purchases.

We round them up, you get more $ETH.

Simple as! https://t.co/CgyqgvvwFC",5,3,0,0
586,2022-09-09 20:00:03+00:00,https://twitter.com/CryptoMarketInd/status/1568328401122988033,CryptoMarketInd,CryptoMarketIndex,Global,"The ETH sentiment for Sep 09, 2022 @ 16:00 EDT is 
71% bullish 
 #bullmarket 

 #ETH #CryptoMarket #CryptoNews",0,0,0,0
587,2022-09-09 19:48:37+00:00,https://twitter.com/bitbangprofits/status/1568325522018701312,bitbangprofits,dlvr.it,Worldwide,"Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash https://t.co/i60lOr6zxN #Ethereum #ETH #ethereum https://t.co/zAFxdTX50a",0,0,0,1
588,2022-09-09 19:48:34+00:00,https://twitter.com/dumbwire/status/1568325509276368896,dumbwire,dlvr.it,"Houston, TX","#Ethereum #ETH #ethereum #ETHUSDT Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash https://t.co/KQAcRBjLlq - https://t.co/HzksZFGgpd https://t.co/UxCVa8g6jP",0,0,0,1
589,2022-09-09 19:48:33+00:00,https://twitter.com/CappcoinsCrypto/status/1568325505677672448,CappcoinsCrypto,dlvr.it,"Brisbane, Australia","Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash https://t.co/5okqSB0lC8 #Ethereum #ETH #ethereum",0,0,0,1
590,2022-09-09 19:48:33+00:00,https://twitter.com/Coinboard/status/1568325505165967361,Coinboard,dlvr.it,"London, United Kingdom","Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash https://t.co/garhokfjbH #Ethereum #ETH #ethereum #ETHUSDT",0,0,0,1
591,2022-09-09 19:47:03+00:00,https://twitter.com/Cryptoprenure/status/1568325131084374016,Cryptoprenure,dlvr.it,,"Why The Ethereum Price Could Rally Above $1,800 Before A Big Crash https://t.co/wmnquZsY83 #Ethereum #ETH",0,0,0,1
592,2022-09-09 19:27:44+00:00,https://twitter.com/Ada28587778/status/1568320268728164352,Ada28587778,Twitter for Android,,"@MintOfTheDay I'm bullish 🔥
#Zukuverse #EnterTheJungle #Zuku #ETH #NftCommunity @ZUKUVERSE https://t.co/fsdSBxqD8X",2,0,0,1
593,2022-09-09 19:07:27+00:00,https://twitter.com/majesticboss55/status/1568315161521307649,majesticboss55,Twitter for iPhone,United States,If you are into passive income you might want to do yourself a favor and check out #CheemsInu … they have income from the #Metaverse #P2E game and #NFT holders receive a share from #CheemsPad revenue 😎📈 #Bullish #PassiveIncome #money #cryptocurrency #AVAX #ETH #BSC #1000xgem,91,32,0,31
594,2022-09-09 19:07:20+00:00,https://twitter.com/MKid12276995/status/1568315133495054345,MKid12276995,Twitter Web App,,Check out Saitoki price prediction! Extremely Bullish! #mkid #saitoki @SaitokiInu #eth #P2E #K2E https://t.co/9A4usCdlvn,28,9,0,6
595,2022-09-09 19:00:05+00:00,https://twitter.com/RetrospectApps/status/1568313310826889217,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1707.18$ | 4.57%
🕖-score -4.113297353220106
📈Market View: 7.29 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
