,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob,Tweet_NLTK,Sentiment
430,2022-09-12 14:15:53+00:00,https://twitter.com/le_investisseur/status/1569328952388321281,le_investisseur,Twitter for iPhone,Paris,"Le virement pour le DCA 3 est fait + un investissement supplémentaire pour accumuler davantage d’ETH ! 🔥

Quoi qu’il se passe pendant le merge, je suis bullish sur le long terme ! 🙏

Demain matin, vous aurez le suivi de ces premiers mois de DCA + un retour sur le staking ! 😁 ",20,3,0,4,0.3561,"Sentiment(polarity=-0.078125, subjectivity=0.4)",le virement pour le dca 3 est fait un investiss supplémentair pour accumul davantag ’ eth 🔥 quoi qu ’ il se pass pendant le merg je sui bullish sur le long term 🙏 demain matin vous aurez le suivi de ces premier moi de dca un retour sur le stake 😁,positive
431,2022-09-13 13:23:39+00:00,https://twitter.com/DontBlameDegen/status/1569678195561037824,DontBlameDegen,Twitter for iPhone,The Netherlands,"Just maybe, because everybody expects “sell the news” for the EthereumMerge ,the contrary will play out, market makers gauge sentiment and not to many overly bullish right now ETH",3,0,0,1,0.34,"Sentiment(polarity=0.39285714285714285, subjectivity=0.5178571428571428)",mayb everybodi expect “ sell news ” ethereummerg contrari play market maker gaug sentiment mani over bullish right eth,positive
432,2022-09-12 09:57:59+00:00,https://twitter.com/cyberspace2140/status/1569264049996562434,cyberspace2140,Twitter for Android,BlockchainCity,"ETHEREUM ETH to play out InverseHeadAndShoulders perhaps 👀 Bullish NFA

Trading Altcoins Altcoin Cryptos Crypto Cryptocurrency Markets ",1,0,0,2,0.34,"Sentiment(polarity=0.0, subjectivity=0.0)",ethereum eth play inverseheadandshould perhap 👀 bullish nfa trade altcoin altcoin crypto crypto cryptocurr market,positive
433,2022-09-14 19:12:39+00:00,https://twitter.com/CryptoLifer33/status/1570128410147704832,CryptoLifer33,Twitter Web App,NYC,"Ethereum Update Sept 14, 2022 | ETH looks Bullish in an inverted Head&amp;Shoulders &amp; holding its price leading into the EthereumMerge. Potential 70% Gains
Target1: 2,330
Target2: 2,700

I'm going LIVE Tonight for the ETHMerge at 1am EDT.
Crypto 

",18,1,0,2,0.34,"Sentiment(polarity=0.06818181818181818, subjectivity=0.75)","ethereum updat sept 14 2022 eth look bullish invert head amp shoulder amp hold price lead ethereummerg potenti 70 gain target1 2,330 target2 2,700 'm go live tonight ethmerg 1am edt crypto",positive
434,2022-09-09 04:41:19+00:00,https://twitter.com/Viking_Tradez/status/1568097194913185794,Viking_Tradez,Twitter Web App,,ETH update: System triggered early bullish signal with its recent upside move which is a more aggressive play. Wonder if ETH can have a solid break through the $1700 zone this time and continue its momentum triggering a confirm bullish signal. Stay tuned. Cryptos ETH etherum,0,0,0,0,0.3368,"Sentiment(polarity=0.15, subjectivity=0.28750000000000003)",eth updat system trigger earli bullish signal recent upsid move aggress play wonder eth solid break 1700 zone time continu momentum trigger confirm bullish signal stay tune crypto eth etherum,positive
435,2022-09-13 02:04:06+00:00,https://twitter.com/CryptoBullGod/status/1569507181061615617,CryptoBullGod,Twitter Web App,Florida,"$ONE 10Day

Show me a chart &amp; I'll tell you the story

Market Structure is BULLISH &amp; HarmonyONE is NOT dead

40x-85x from current USD price levels by our next blow-off crypto cycle top is possible

NO predictions
Educated-based observations &amp; opinions

Harmonauts ETH layer1 ",18,6,0,1,0.3202,"Sentiment(polarity=0.12, subjectivity=0.45999999999999996)",one 10day show chart amp ll tell stori market structur bullish amp harmonyon dead 40x-85x current usd price level next blow-off crypto cycl top possibl predict educated-bas observ amp opinion harmonaut eth layer1,positive
436,2022-09-08 06:02:16+00:00,https://twitter.com/CryptoSamogon/status/1567755177658093570,CryptoSamogon,Jetpack.com,,"Increase in Wallets With 1,000 ETH or More Indicates Bullish Sentiment as Merge Approaches ",0,0,0,0,0.3182,"Sentiment(polarity=0.5, subjectivity=0.5)","increas wallet 1,000 eth indic bullish sentiment merg approach",positive
437,2022-09-06 18:45:01+00:00,https://twitter.com/LuxLudicrous/status/1567222356308811776,LuxLudicrous,Twitter for Android,"Florida, USA"," All eyes on _ at the moment

This this is gonna be in the limelight for sure 🚀🚀💰💰🦍🦍

ApeChain 1000x Bullish Ethereum ETH",5,0,0,0,0.3182,"Sentiment(polarity=0.5, subjectivity=0.8888888888888888)",eye moment gon na limelight sure 🚀🚀💰💰🦍🦍 apechain 1000x bullish ethereum eth,positive
438,2022-09-10 03:49:24+00:00,https://twitter.com/kevincrates_/status/1568446516347674625,kevincrates_,Twitter Web App,,"$ETH 1 Day Chart. Attempting to push to test KumoCloud(1769), break above and we should see bullish momentum continue across the market as $ETH heads to the 200EMA(2012). However Stoch.RSI Over extended, $BTC and $ETH need to cool off soon, gap open down to 5EMA(1672). 
ETH ",13,6,1,2,0.3182,"Sentiment(polarity=0.0486111111111111, subjectivity=0.38472222222222224)",eth 1 day chart attempt push test kumocloud 1769 break see bullish momentum continu across market eth head 200ema 2012 howev stoch.rsi extend btc eth need cool soon gap open 5ema 1672 eth,positive
439,2022-09-10 04:03:00+00:00,https://twitter.com/CryptoDubai912/status/1568449938597597185,CryptoDubai912,Jetpack.com,UAE,"Increase in Wallets With 1,000 ETH or More Indicates Bullish Sentiment as Merge Approaches ",0,0,0,0,0.3182,"Sentiment(polarity=0.5, subjectivity=0.5)","increas wallet 1,000 eth indic bullish sentiment merg approach",positive
440,2022-09-10 12:45:23+00:00,https://twitter.com/UnilendIntern/status/1568581399032233986,UnilendIntern,Twitter Web App,DeFiverse,"Google Bullish on ETH 🙌

You know it's a historical event when Google  countdowns it✨

P.S: Waiting for EtherumMerge Google Doodle👀

$ETH Ethereum ",8,4,0,1,0.3182,"Sentiment(polarity=0.0, subjectivity=0.0)",googl bullish eth 🙌 know 's histor event googl countdown it✨ p.s wait etherummerg googl doodle👀 eth ethereum,positive
441,2022-09-10 05:31:53+00:00,https://twitter.com/CryptoBabyBi/status/1568472306728550401,CryptoBabyBi,Jetpack.com,,"Increase in Wallets With 1,000 ETH or More Indicates Bullish Sentiment as Merge Approaches ",0,0,0,0,0.3182,"Sentiment(polarity=0.5, subjectivity=0.5)","increas wallet 1,000 eth indic bullish sentiment merg approach",positive
442,2022-09-08 05:27:42+00:00,https://twitter.com/SmindCrypto/status/1567746478222999552,SmindCrypto,Twitter for Android,,"As we get close to Eth merge, expect bullish sentiments to increase with Eth driving the market.",1,0,0,0,0.3182,"Sentiment(polarity=0.0, subjectivity=0.0)",get close eth merg expect bullish sentiment increas eth drive market,positive
443,2022-09-10 13:25:50+00:00,https://twitter.com/Off_With_Y/status/1568591582169022465,Off_With_Y,Twitter for iPhone,Le Ciel,"eth is on the run from bearish market! If looking at the weekly and monthly charts, there’s a chance it’s touching USDT1900 before going red again… What do you think? cryptocurrency DYOR ",0,0,0,0,0.3164,"Sentiment(polarity=0.25, subjectivity=0.25)",eth run bearish market look week month chart ’ chanc ’ touch usdt1900 go red again… think cryptocurr dyor,positive
444,2022-09-13 05:03:05+00:00,https://twitter.com/JuanChavMaci/status/1569552221905518593,JuanChavMaci,dlvr.it,"Queretaro, Mexico","Ethereum corrected lower below $1,750 against the US Dollar. ETH remained well bid above $1,680 and is eyeing a fresh surge above $1,750. Ethereum is trading in a bullish zone above the $1,680 and $1,700 levels. The price is now trading near $1,720 and the 100 hourly… ETH ",0,0,0,1,0.296,"Sentiment(polarity=0.08, subjectivity=0.24)","ethereum correct lower 1,750 us dollar eth remain well bid 1,680 eye fresh surg 1,750 ethereum trade bullish zone 1,680 1,700 level price trade near 1,720 100 hourly… eth",positive
445,2022-09-07 19:09:40+00:00,https://twitter.com/riteable/status/1567590944895115264,riteable,Twitter Web App,,"A bearish case for $ETH / $BTC, based on basic technicals.

1. It has reached the top of the range.
2. Volume is decreasing as the price is increasing.
3. RSI is printing a 3rd divergence.

ETH Ethereum cryptocurrency ",2,0,1,3,0.296,"Sentiment(polarity=0.16666666666666666, subjectivity=0.20833333333333334)",bearish case eth btc base basic technic 1. reach top rang 2. volum decreas price increas 3. rsi print 3rd diverg eth ethereum cryptocurr,positive
446,2022-09-13 00:24:54+00:00,https://twitter.com/cryptoes_ta/status/1569482216744562689,cryptoes_ta,Twitter Web App,"Miami, FL",$ETH dropping below a major trend-line | Will want to see this level hold for bullish continuation | Must be very careful if we close below as ETH is still the main leader in the market at the moment ,11,0,1,2,0.2944,"Sentiment(polarity=0.03305555555555555, subjectivity=0.611111111111111)",eth drop major trend-lin want see level hold bullish continu must care close eth still main leader market moment,positive
447,2022-09-09 16:34:51+00:00,https://twitter.com/Zblaba/status/1568276760847851520,Zblaba,Twitter Web App,GMT+2,"$ETH/USDT 2D (BinanceFutures) Falling broadening wedge retest[LONG]

Ethereum broke-out bullish last month and has now pulled back to 50MA support, let's go for a swing from here.

ETH ETHUSDT WETH Altcoin PoW Eth2 PoS DApp DeFi Governance SC
",2,0,0,1,0.2732,"Sentiment(polarity=0.0, subjectivity=0.03333333333333333)",eth/usdt 2d binancefutur fall broaden wedg retest long ethereum broke-out bullish last month pull back 50ma support let 's go swing eth ethusdt weth altcoin pow eth2 pos dapp defi govern sc,positive
448,2022-09-07 12:32:22+00:00,https://twitter.com/Trade4ddict/status/1567490962598895627,Trade4ddict,Twitter Web App,,"$ETH looks bearish at the moment and should at least move down to 1420 support

We could see ETH bouncing at the resistance line of the falling wedge then ",1,0,0,2,0.2732,"Sentiment(polarity=-0.2277777777777778, subjectivity=0.34444444444444444)",eth look bearish moment least move 1420 support could see eth bounc resist line fall wedg,positive
449,2022-09-13 16:12:38+00:00,https://twitter.com/hotlinexyz/status/1569720720577404929,hotlinexyz,Twitter Web App,the internet,"""The Merge will reduce Ethereum's energy consumption by ~99.95%.""

Tomorrow is a historic day, with ETH transitioning from proof-of-work to proof-of-stake, showing crypto's perseverance and adaptability. I'm bullish on the future 


cryptocurrency",6,1,0,4,0.2732,"Sentiment(polarity=0.0, subjectivity=0.0625)",`` merg reduc ethereum 's energi consumpt ~99.95 '' tomorrow histor day eth transit proof-of-work proof-of-stak show crypto 's persever adapt 'm bullish futur cryptocurr,positive
450,2022-09-09 08:44:54+00:00,https://twitter.com/RealisingProfit/status/1568158495307857922,RealisingProfit,Twitter Web App,,"Crucial level for ETH to flip to become strongly bullish.
eth $eth ethereum cryptocurrency cryptotrading ",4,0,0,1,0.2732,"Sentiment(polarity=0.21666666666666665, subjectivity=0.8666666666666667)",crucial level eth flip becom strong bullish eth eth ethereum cryptocurr cryptotrad,positive
451,2022-09-08 13:38:21+00:00,https://twitter.com/hc_trades/status/1567869954443067394,hc_trades,Twitter Web App,Alpha Quadrant,"RyuTsuka  will be releasing their 
Meditate2Earn to a mobile app platform where you can earn $USDC their as well.

Developing multiple revenue streams &amp; partnerships

Hold 5M $RyuTsuka &amp; receive $Tsuka Reflections

Bullish roadmap below.

eth altcoin crypto",25,9,0,8,0.2732,"Sentiment(polarity=0.0, subjectivity=0.0)",ryutsuka releas meditate2earn mobil app platform earn usdc well develop multipl revenu stream amp partnership hold 5m ryutsuka amp receiv tsuka reflect bullish roadmap eth altcoin crypto,positive
452,2022-09-07 17:26:41+00:00,https://twitter.com/theYellowBlocks/status/1567565030308151297,theYellowBlocks,Twitter for iPhone,"Andorra la Vella, Andorra",With etherum merge just around the corner … are you feeling bullish or bearish on ETH ??? Network EthereumMerge ProofofWork,1,0,0,1,0.2593,"Sentiment(polarity=0.0, subjectivity=0.0)",etherum merg around corner … feel bullish bearish eth network ethereummerg proofofwork,positive
453,2022-09-07 17:00:17+00:00,https://twitter.com/fueradebasetv/status/1567558384722841601,fueradebasetv,Twitter Web App,United States,"AngelBlock is transparent in every way imaginable

Their vision for $THOL is based on democratization and transparency..bringing that to fundraising is excelent

Bullish vibes written all over this project

Crypto ETH AZERO NFTs Fintech",3,0,0,2,0.25,"Sentiment(polarity=0.0, subjectivity=0.0)",angelblock transpar everi way imagin vision thol base democrat transpar .. bring fundrais excel bullish vibe written project crypto eth azero nfts fintech,positive
454,2022-09-13 00:12:20+00:00,https://twitter.com/BillionzChinny/status/1569479054557945858,BillionzChinny,Twitter for Android,"Twitter, Whatsapp, Telegram.","It also keeps track of ETH hash rate and difficulty levels.
Source: 

Ethereum is also seen to change range between $1,712 - $1,778 with a 3.6% gain during the last 24 hours.
Does this mean bullish news for Ethereum.

See this tweet
",2,1,0,0,0.25,"Sentiment(polarity=-0.15625, subjectivity=0.3770833333333333)","also keep track eth hash rate difficulti level sourc ethereum also seen chang rang 1,712 1,778 3.6 gain last 24 hour mean bullish news ethereum see tweet",positive
455,2022-09-14 18:02:24+00:00,https://twitter.com/checkNFT_io/status/1570110732888334339,checkNFT_io,Twitter Web App,Web 3.0 aka #Metaverse,"2/ Doodles collection has seen 4.5K ETH suspicious sales volume in the last year. The interest among scammers increased during the market crash. The chart below shows the number of suspicious transactions, so the most active month was May 2022. CryptoNews NftColllector doodle ",2,0,0,1,0.2398,"Sentiment(polarity=0.12222222222222223, subjectivity=0.38888888888888884)",2/ doodl collect seen 4.5k eth suspici sale volum last year interest among scammer increas market crash chart show number suspici transact activ month may 2022. cryptonew nftcolllector doodl,positive
456,2022-09-13 22:03:45+00:00,https://twitter.com/ROW_Partners/status/1569809082961240067,ROW_Partners,Twitter Web App,BK,"2/2
Spoke on $ETH Inverse Head Shoulder while ago
ETH finally formed = BULLISH if neckline broken

Arrows signify HUGE volume &amp; reverse of trend
Dark blue = MORE BUY Volume

Ethereum has looked better than $BTC 4 longest

BUT keep👀on shorts

crypto CryptoNews ",0,0,0,0,0.2303,"Sentiment(polarity=0.12142857142857144, subjectivity=0.5428571428571428)",2/2 spoke eth invers head shoulder ago eth final form bullish necklin broken arrow signifi huge volum amp revers trend dark blue buy volum ethereum look better btc 4 longest keep👀on short crypto cryptonew,positive
457,2022-09-10 00:22:02+00:00,https://twitter.com/MitchellKeller_/status/1568394332536700928,MitchellKeller_,Twitter Web App,Need More Leads?👉,"Wait, so is the Merge where Eth's current price merges with its ATH price? 

Is that why everyone is feeling so bullish?",0,0,0,0,0.2168,"Sentiment(polarity=0.0, subjectivity=0.4)",wait merg eth 's current price merg ath price everyon feel bullish,positive
458,2022-09-14 20:00:30+00:00,https://twitter.com/tyger1923crypto/status/1570140454351671297,tyger1923crypto,Twitter for iPhone,"Brăila, România"," Yes, but not with these macro events.
Maybe in 2024 ETH will explode to $19000.",1,0,0,0,0.2144,"Sentiment(polarity=0.0, subjectivity=0.0)",yes macro event mayb 2024 eth explod 19000,positive
459,2022-09-14 13:37:48+00:00,https://twitter.com/MELOWILD/status/1570044144135081985,MELOWILD,Twitter Web App,#metaverse,"Ethereum merge happens in around 15 hours.

This is top 3 biggest crypto event of all time.

Couldn't be more bullish on the ETHmerge and ETH ecosystem.

$ETH ultrasound money altcoin",6,1,1,6,0.2023,"Sentiment(polarity=0.5, subjectivity=0.5)",ethereum merg happen around 15 hour top 3 biggest crypto event time could n't bullish ethmerg eth ecosystem eth ultrasound money altcoin,positive
460,2022-09-12 20:28:29+00:00,https://twitter.com/dailytaguy/status/1569422721267781632,dailytaguy,Twitter Web App,Global,"$ETH Daily TA Cautiously Bullish. Recommended ratio: 70% ETH, 30% Cash. Mental SL: (two b2b closes below) $1625. 
eth ethereum ethereummerge themerge nft nfts nftcommunity cryptos crypto cryptonews cryptocurrencynews investing cpi inflation ",8,0,0,8,0.2023,"Sentiment(polarity=-0.2833333333333333, subjectivity=0.39999999999999997)",eth daili ta cautious bullish recommend ratio 70 eth 30 cash mental sl two b2b close 1625 eth ethereum ethereummerg themerg nft nfts nftcommun crypto crypto cryptonew cryptocurrencynew invest cpi inflat,positive
461,2022-09-10 03:34:39+00:00,https://twitter.com/dailytaguy/status/1568442804195426304,dailytaguy,Twitter Web App,Global,"$ETH Daily TA Cautiously Bullish. Recommended ratio: 65% ETH, 35% Cash. Mental SL: (one close below) $1660. 
eth ethereum ETHMerge themerge EthereumNameService cryptoworld crypto cryptos cryptocurrency nft nftnyc nftgiveaway cryptonews trader ",2,0,0,4,0.2023,"Sentiment(polarity=-0.2833333333333333, subjectivity=0.39999999999999997)",eth daili ta cautious bullish recommend ratio 65 eth 35 cash mental sl one close 1660 eth ethereum ethmerg themerg ethereumnameservic cryptoworld crypto crypto cryptocurr nft nftnyc nftgiveaway cryptonew trader,positive
462,2022-09-07 22:49:58+00:00,https://twitter.com/ArmKooshk/status/1567646384198942722,ArmKooshk,Twitter Web App,,ETH 1638-1671 is the resistance range and must be taken into consideration. That is the GP Fib from the low that initiated the move to the highest high that initiated the sell off. Notice everytime we hit it 3 times to break it while the great bearish pressure runs through it ,0,0,0,0,0.2023,"Sentiment(polarity=0.32, subjectivity=0.5299999999999999)",eth 1638-1671 resist rang must taken consider gp fib low initi move highest high initi sell notic everytim hit 3 time break great bearish pressur run,positive
463,2022-09-11 17:16:08+00:00,https://twitter.com/btcistrust/status/1569011926193115138,btcistrust,Twitter for Android,CRYPTO WOLD,"ETH/USDT ANALYSIS 

ETH is breaking out the symmetrical triangle and also going to give a close above Ichimoku clouds that will confirm the bullish trend in it. If it is able to continue the bullish momentum then the next important resistance level for ETH is $2000. ",0,0,0,1,0.2023,"Sentiment(polarity=0.225, subjectivity=0.43125)",eth/usdt analysi eth break symmetr triangl also go give close ichimoku cloud confirm bullish trend abl continu bullish momentum next import resist level eth 2000,positive
464,2022-09-07 19:44:27+00:00,https://twitter.com/dailytaguy/status/1567599698545987586,dailytaguy,Twitter Web App,Global,"$ETH Daily TA Neutral Bullish. Recommended ratio: 55% ETH, 45% Cash. Mental SL: (two b2b closes below) $1500. 
eth ethereum themerge nftart nftgiveaway nftcommunity nft nfts crypto cryptocurrencies cryptocurrency cryptonews technicaltrades ",4,0,1,2,0.2023,"Sentiment(polarity=-0.2833333333333333, subjectivity=0.39999999999999997)",eth daili ta neutral bullish recommend ratio 55 eth 45 cash mental sl two b2b close 1500 eth ethereum themerg nftart nftgiveaway nftcommun nft nfts crypto cryptocurr cryptocurr cryptonew technicaltrad,positive
465,2022-09-11 19:45:41+00:00,https://twitter.com/s_cryptofan/status/1569049559271194629,s_cryptofan,Twitter for iPhone,,"ETHUSDT USDT ANALYSIS 

ETH is breaking out the symmetrical triangle and also going to give a close above Ichimoku clouds that will confirm the bullish trend in it. If it is able to continue the bullish momentum then the next important resistance level for Ethereum is $2000. ",0,0,1,2,0.2023,"Sentiment(polarity=0.225, subjectivity=0.43125)",ethusdt usdt analysi eth break symmetr triangl also go give close ichimoku cloud confirm bullish trend abl continu bullish momentum next import resist level ethereum 2000,positive
466,2022-09-11 20:25:00+00:00,https://twitter.com/imkonok/status/1569059454519496705,imkonok,Twitter for Android,,"ETHMerge etherum

ETH/USDT 

ETH is breaking out the symmetrical triangle and also going to give a close above Ichimoku clouds that will confirm the bullish trend in it. If it is able to continue the bullish momentum then the next important resistance level for ETH is $2000. ",0,0,0,0,0.2023,"Sentiment(polarity=0.225, subjectivity=0.43125)",ethmerg etherum eth/usdt eth break symmetr triangl also go give close ichimoku cloud confirm bullish trend abl continu bullish momentum next import resist level eth 2000,positive
467,2022-09-13 19:04:53+00:00,https://twitter.com/Purplesky0g/status/1569764069149917184,Purplesky0g,Twitter for Android,galaxy ,"I almost forgot!! Please read this have buy orders in for eth everywhere between 5c to 50$ go wild never know what could happen with the merge and I'm not missing out on an eth flash crash again (ogs) will remember,share this as it could change life's.❤️ ETHMerge Crypto ETH",0,0,0,2,0.2007,"Sentiment(polarity=0.1, subjectivity=0.225)",almost forgot pleas read buy order eth everywher 5c 50 go wild never know could happen merg 'm miss eth flash crash og rememb share could chang life's.❤️ ethmerg crypto eth,positive
468,2022-09-13 01:28:09+00:00,https://twitter.com/Mr_GMI69/status/1569498134908383234,Mr_GMI69,Twitter Web App,The Moon 🌙," It doesn't feel safe shorting ETH below 1700, I think it was rather better to short it at the bearish order block of 1780 1800. Just saying, trade safe!",1,0,0,0,0.1989,"Sentiment(polarity=0.40625, subjectivity=0.45)",n't feel safe short eth 1700 think rather better short bearish order block 1780 1800. say trade safe,positive
469,2022-09-13 10:23:02+00:00,https://twitter.com/BEASTLIKENFT/status/1569632741024727041,BEASTLIKENFT,Twitter Web App,,"With the merge around the corner and prices still sky-rocking we've announced our prices for our NFTs, prices starting at 0.05ETH for whitelist holders.

It may be a bear market, but we're feeling bullish 

nfts NFTJapan NFTCommuntiy eth ETHMerge EthereumMerge nft ",384,545,2,910,0.1901,"Sentiment(polarity=0.0, subjectivity=0.1)",merg around corner price still sky-rock ve announc price nfts price start 0.05eth whitelist holder may bear market re feel bullish nfts nftjapan nftcommuntiy eth ethmerg ethereummerg nft,positive
470,2022-09-14 07:10:50+00:00,https://twitter.com/Rajpvt11/status/1569946758469550080,Rajpvt11,Twitter for Android,india,"With the merge around the corner and prices still sky-rocking we've announced our prices for our NFTs, prices starting at 0.05ETH for whitelist holders.

It may be a bear market, but we're feeling bullish 

nfts NFTJapan NFTCommuntiy eth ETHMerge EthereumMerge nft",2,0,0,0,0.1901,"Sentiment(polarity=0.0, subjectivity=0.1)",merg around corner price still sky-rock ve announc price nfts price start 0.05eth whitelist holder may bear market re feel bullish nfts nftjapan nftcommuntiy eth ethmerg ethereummerg nft,positive
471,2022-09-12 22:29:03+00:00,https://twitter.com/ABJwhalee/status/1569453062393307136,ABJwhalee,Twitter Web App,Mars,get ready for eth omega crash ;) Ethereum ETH ETHMerge,0,0,0,1,0.1779,"Sentiment(polarity=0.225, subjectivity=0.75)",get readi eth omega crash ethereum eth ethmerg,positive
472,2022-09-07 18:03:22+00:00,https://twitter.com/Memecoin_Wolf/status/1567574258829631490,Memecoin_Wolf,Twitter for Android,,"Low cap $ETH bullish AF GEM 
HEX SHIBA 

NOW AT 65K market cap ✅ 

I hold now a nice HexShiba bag, community is hyped, chart healty  

💚Token sniffer 100/100 score 

Tg

Chart 



Ethereum ETH 1000x Gems 1000xgem bullrun ",0,0,0,0,0.1779,"Sentiment(polarity=0.3, subjectivity=0.65)",low cap eth bullish af gem hex shiba 65k market cap ✅ hold nice hexshiba bag communiti hype chart healti 💚token sniffer 100/100 score tg chart ethereum eth 1000x gem 1000xgem bullrun,positive
473,2022-09-09 17:01:09+00:00,https://twitter.com/DoveHawkin/status/1568283376934862848,DoveHawkin,Twitter Web App,Republic of the Philippines,"Potential surprise bullish upside for ETH . Hard not to see the similarity from 2021.

✔️same timeline (with a month diff)
✔️ double bottom
✔️slow rally before correction ",0,0,0,1,0.1779,"Sentiment(polarity=-0.09722222222222222, subjectivity=0.5138888888888888)",potenti surpris bullish upsid eth hard see similar 2021 ✔️same timelin month diff ✔️ doubl bottom ✔️slow ralli correct,positive
474,2022-09-14 08:10:47+00:00,https://twitter.com/KryptoKorn_/status/1569961848723718152,KryptoKorn_,Twitter Web App,"New York, USA",Is this ETH merge going to be like the ball dropping in year 2000 when we thought we'd lose electricity and all the clocks would explode in our faces...? Everything was fine for those that remember... EthereumMerge ETHMerge ETH,6,4,0,0,0.1531,"Sentiment(polarity=0.4166666666666667, subjectivity=0.5)",eth merg go like ball drop year 2000 thought 'd lose electr clock would explod face ... everyth fine rememb ... ethereummerg ethmerg eth,positive
475,2022-09-14 18:27:02+00:00,https://twitter.com/renrutts/status/1570116932463902730,renrutts,Twitter Web App,,"judging from my careful analysis the green car seems to merge in front of the red car meaning the merge is indeed bullish, ama eth ",6,0,0,2,0.1531,"Sentiment(polarity=-0.10000000000000002, subjectivity=0.43333333333333335)",judg care analysi green car seem merg front red car mean merg inde bullish ama eth,positive
476,2022-09-09 06:54:51+00:00,https://twitter.com/PocketChange555/status/1568130796610797570,PocketChange555,Twitter Web App,,"Ethereum 1715 USD area resistance in this BEARISH FLAG PATTERN ETH been creating for 2 weeks?

Stochastic RSI at, or very close to, 100: 1 hour, 2 hour, Daily
Stoch Divergence: 4 hour, 6 hour, 12 hour
(Some not closed yet)

But 2 Day-Weekly Stoch pointing up now... ",1,0,0,1,0.1531,"Sentiment(polarity=0.08333333333333333, subjectivity=0.13333333333333333)",ethereum 1715 usd area resist bearish flag pattern eth creat 2 week stochast rsi close 100 1 hour 2 hour daili stoch diverg 4 hour 6 hour 12 hour close yet 2 day-week stoch point ...,positive
477,2022-09-14 20:37:13+00:00,https://twitter.com/DefaceNft/status/1570149692469567488,DefaceNft,Twitter for iPhone,In Your Wallet,Eth 2.0 or the merge whatever you want to call it I’m bullish! ETH ETHMerge $ETH,1,0,0,1,0.1511,"Sentiment(polarity=0.0, subjectivity=0.0)",eth 2.0 merg whatev want call ’ bullish eth ethmerg eth,positive
478,2022-09-12 02:00:26+00:00,https://twitter.com/CryptoSignalMs/status/1569143868322357248,CryptoSignalMs,Zapier.com,,"💪 ETH - 🚀SIGNAL🚀 Algorithm investigation shows a Bullish (BUY) Signal for $ETH at Price 1752.970972949656 

🔁 Want us to go Trending? 👉 Retweet!

🔵 Get these signals to your phone:   ",0,0,0,1,0.1511,"Sentiment(polarity=0.0, subjectivity=0.0)",💪 eth 🚀signal🚀 algorithm investig show bullish buy signal eth price 1752.970972949656 🔁 want us go trend 👉 retweet 🔵 get signal phone,positive
479,2022-09-07 05:30:25+00:00,https://twitter.com/CryptoSignalMs/status/1567384774418857987,CryptoSignalMs,Zapier.com,,"💪🔥 ETH - 🚀SIGNAL🚀 Algorithm investigation shows a Bullish (BUY) Signal for $ETH at Price 1511.1122079112117 

🔁 Retweet if you want us to break ATH!

🔹 Access our Algorithm:  ",1,0,0,0,0.1511,"Sentiment(polarity=0.0, subjectivity=0.0)",💪🔥 eth 🚀signal🚀 algorithm investig show bullish buy signal eth price 1511.1122079112117 🔁 retweet want us break ath 🔹 access algorithm,positive
480,2022-09-13 19:54:13+00:00,https://twitter.com/StarscreamF15E/status/1569776485476536321,StarscreamF15E,Twitter for Android,Tampa Florida,cryptocurrency PAY ATTENTION to this post. Ethereum will be exploding rocketing 9-14 you need to buy today 9-13. You will not be able to purchase ETH on 9-14 with Coinbase due to merger. Today is buy buy buy. You been informed whales time to party buy today.,0,0,0,2,0.1449,"Sentiment(polarity=0.1875, subjectivity=0.5)",cryptocurr pay attent post ethereum explod rocket 9-14 need buy today 9-13. abl purchas eth 9-14 coinbas due merger today buy buy buy inform whale time parti buy today,positive
481,2022-09-14 21:18:20+00:00,https://twitter.com/klouds33/status/1570160040413392896,klouds33,Twitter for iPhone,"New Jersey, USA","ETH merge got you feeling bullish or bearish? 

Web3 Ethereum NFTCommunity ETH",4,1,0,2,0.128,"Sentiment(polarity=0.0, subjectivity=0.0)",eth merg got feel bullish bearish web3 ethereum nftcommun eth,positive
482,2022-09-10 17:42:56+00:00,https://twitter.com/NFTJennyW/status/1568656281711579136,NFTJennyW,Twitter Web App,San Diego,"Gm, looking to get some new nfts feeling bullish this week. Any recommendations? NFT NFTS ETH",2,0,1,4,0.128,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",gm look get new nfts feel bullish week recommend nft nfts eth,positive
483,2022-09-08 22:14:27+00:00,https://twitter.com/Boluwa24/status/1567999836166787072,Boluwa24,Twitter for iPhone,, Im feeling bullish on ETH today,3,0,0,0,0.128,"Sentiment(polarity=0.0, subjectivity=0.0)",im feel bullish eth today,positive
484,2022-09-12 16:23:51+00:00,https://twitter.com/MianVerse/status/1569361154153086976,MianVerse,Twitter Web App,United States,"Ethereum PRICE FORECAST;
Technical analysis reflects descending wedge pattern formed on 1hr chart of ETH . Lower line will support the price. At the end, the pattern will push the trend to bullish for short term. 
Next move possible is shown with black line.
Cryptos 
ETHMerge ",0,0,1,0,0.128,"Sentiment(polarity=-0.03333333333333333, subjectivity=0.36666666666666664)",ethereum price forecast technic analysi reflect descend wedg pattern form 1hr chart eth lower line support price end pattern push trend bullish short term next move possibl shown black line crypto ethmerg,positive
